,Unnamed: 0,Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Gender_Female,Gender_Male,Married_No,Married_Yes,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
0,0,0.0,17.0818398021309,0.0,0.4275925968776997,1.051369863013699,1.0,1,0,1,1,0,1,0,1,0,0,0,1
1,1,0.0029204718417047,13.384522450532728,4.404071537290717,0.373820395738204,1.051369863013699,1.0,0,0,1,0,1,1,0,1,0,1,0,0
2,2,0.0,8.761415525114158,0.0,0.1927511415525114,1.051369863013699,1.0,1,0,1,0,1,1,0,0,1,0,0,1
3,3,0.0,7.5435787671232895,6.886472602739728,0.3504566210045662,1.051369863013699,1.0,1,0,1,0,1,0,1,1,0,0,0,1
4,4,0.0,17.522831050228316,0.0,0.4117865296803653,1.051369863013699,1.0,1,0,1,1,0,1,0,1,0,0,0,1
5,5,0.0058409436834094,15.82019596651446,12.254299847793002,0.77976598173516,1.051369863013699,1.0,1,0,1,0,1,1,0,0,1,0,0,1
6,6,0.0,6.81346080669711,4.427435312024354,0.2774448249619483,1.051369863013699,1.0,1,0,1,0,1,0,1,1,0,0,0,1
7,7,0.0087614155251141,8.866552511415527,7.312861491628617,0.4614345509893456,1.051369863013699,0.0,0,0,1,0,1,1,0,1,0,0,1,0
8,8,0.0058409436834094,11.699410197869106,4.456640030441402,0.4906392694063928,1.051369863013699,1.0,1,0,1,0,1,1,0,1,0,0,0,1
9,9,0.0029204718417047,37.50177891933029,32.03173515981736,1.019244672754947,1.051369863013699,1.0,0,0,1,0,1,1,0,1,0,0,1,0
10,10,0.0058409436834094,9.345509893455102,2.0443302891933035,0.2044330289193303,1.051369863013699,1.0,1,0,1,0,1,1,0,1,0,0,0,1
11,11,0.0058409436834094,7.301179604261799,5.373668188736683,0.3183314307458143,1.051369863013699,1.0,1,0,1,0,1,1,0,1,0,0,0,1
12,12,0.0058409436834094,8.974609969558601,23.67334474885845,0.5840943683409439,1.051369863013699,1.0,1,0,1,0,1,1,0,1,0,0,0,1
13,13,0.0,5.411634322678844,8.294140030441403,0.332933789954338,1.051369863013699,1.0,0,0,1,1,0,1,0,1,0,1,0,0
14,14,0.0058409436834094,3.79369292237443,3.1716324200913246,0.0496480213089802,0.3504566210045662,1.0,1,0,1,0,1,1,0,1,0,0,0,1
15,15,0.0,14.45633561643836,0.0,0.3650589802130898,1.051369863013699,1.0,1,0,1,1,0,1,0,1,0,0,0,1
16,16,0.0029204718417047,10.502016742770168,0.0,0.2920471841704719,0.7009132420091325,1.0,1,0,1,1,0,0,1,1,0,0,0,1
17,17,0.0,10.250856164383563,0.0,0.2219558599695586,1.051369863013699,0.0,0,1,0,1,0,1,0,1,0,0,0,1
18,18,0.0,14.27234589041096,0.0,0.3884227549467277,1.051369863013699,1.0,0,0,1,0,1,0,1,1,0,1,0,0
19,19,0.0,7.593226788432268,10.221651445966518,0.3358542617960426,1.051369863013699,1.0,1,0,1,0,1,1,0,1,0,0,0,1
20,20,0.0,22.370814307458147,0.0,0.3037290715372908,1.051369863013699,0.0,0,0,1,0,1,0,1,1,0,0,0,1
21,21,0.0029204718417047,17.3914098173516,16.427654109589046,0.9199486301369866,1.051369863013699,1.0,1,0,1,0,1,1,0,1,0,0,0,1
22,22,0.0,7.593226788432268,5.581021689497718,0.3387747336377474,1.051369863013699,0.0,0,0,1,0,1,0,1,1,0,0,1,0
23,23,0.0058409436834094,9.82738774733638,5.598544520547946,0.3270928462709285,1.051369863013699,0.0,0,0,1,0,1,0,1,1,0,1,0,0
24,24,0.0029204718417047,10.85539383561644,8.542380136986305,0.4409912480974124,1.051369863013699,1.0,0,0,1,0,1,1,0,1,0,0,1,0
25,25,0.0,27.91971080669712,0.0,0.5578101217656014,1.051369863013699,1.0,1,0,1,0,1,1,0,0,1,0,1,0
26,26,0.0,8.174400684931507,6.5798230593607325,0.3562975646879758,1.051369863013699,1.0,1,0,1,0,1,1,0,1,0,0,1,0
27,27,0.0058409436834094,12.341914003044144,3.037290715372907,0.321251902587519,1.051369863013699,1.0,1,0,1,0,1,0,1,1,0,0,0,1
28,28,0.0,4.211320395738205,0.0,0.1022165144596651,1.051369863013699,1.0,0,0,1,1,0,0,1,1,0,0,0,1
29,29,0.0058409436834094,10.951769406392696,6.08334284627093,0.3504566210045662,1.051369863013699,1.0,1,1,0,1,0,1,0,1,0,0,1,0
30,30,0.0029204718417047,12.16668569254186,9.839069634703195,0.5870148401826487,1.051369863013699,1.0,0,0,1,0,1,1,0,1,0,0,0,1
31,31,0.0,9.249134322678843,0.0,0.2161149162861491,1.051369863013699,1.0,0,0,1,1,0,1,0,1,0,0,0,1
32,32,0.0029204718417047,13.702853881278545,0.0,0.3095700152207002,1.051369863013699,1.0,0,0,1,1,0,1,0,0,1,1,0,0
