,Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Gender_Female,Gender_Male,Married_No,Married_Yes,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
0,0.0,17.0818398021309,0.0,0.42759259687769974,1.051369863013699,1.0,1,0,1,1,0,1,0,1,0,0,0,1
1,0.002920471841704719,13.384522450532728,4.404071537290717,0.373820395738204,1.051369863013699,1.0,0,0,1,0,1,1,0,1,0,1,0,0
2,0.0,8.761415525114158,0.0,0.19275114155251144,1.051369863013699,1.0,1,0,1,0,1,1,0,0,1,0,0,1
3,0.0,7.5435787671232895,6.886472602739728,0.35045662100456626,1.051369863013699,1.0,1,0,1,0,1,0,1,1,0,0,0,1
4,0.0,17.522831050228316,0.0,0.41178652968036533,1.051369863013699,1.0,1,0,1,1,0,1,0,1,0,0,0,1
5,0.005840943683409438,15.82019596651446,12.254299847793002,0.77976598173516,1.051369863013699,1.0,1,0,1,0,1,1,0,0,1,0,0,1
6,0.0,6.81346080669711,4.427435312024354,0.2774448249619483,1.051369863013699,1.0,1,0,1,0,1,0,1,1,0,0,0,1
7,0.008761415525114157,8.866552511415527,7.312861491628617,0.4614345509893456,1.051369863013699,0.0,0,0,1,0,1,1,0,1,0,0,1,0
8,0.005840943683409438,11.699410197869106,4.4566400304414024,0.4906392694063928,1.051369863013699,1.0,1,0,1,0,1,1,0,1,0,0,0,1
9,0.002920471841704719,37.50177891933029,32.03173515981736,1.019244672754947,1.051369863013699,1.0,0,0,1,0,1,1,0,1,0,0,1,0
10,0.005840943683409438,9.345509893455102,2.0443302891933035,0.20443302891933032,1.051369863013699,1.0,1,0,1,0,1,1,0,1,0,0,0,1
11,0.005840943683409438,7.301179604261799,5.373668188736683,0.3183314307458143,1.051369863013699,1.0,1,0,1,0,1,1,0,1,0,0,0,1
12,0.005840943683409438,8.974609969558601,23.67334474885845,0.5840943683409439,1.051369863013699,1.0,1,0,1,0,1,1,0,1,0,0,0,1
13,0.0,5.411634322678844,8.294140030441403,0.332933789954338,1.051369863013699,1.0,0,0,1,1,0,1,0,1,0,1,0,0
14,0.005840943683409438,3.79369292237443,3.1716324200913246,0.049648021308980224,0.35045662100456626,1.0,1,0,1,0,1,1,0,1,0,0,0,1
15,0.0,14.456335616438361,0.0,0.36505898021308986,1.051369863013699,1.0,1,0,1,1,0,1,0,1,0,0,0,1
16,0.002920471841704719,10.502016742770168,0.0,0.29204718417047193,0.7009132420091325,1.0,1,0,1,1,0,0,1,1,0,0,0,1
17,0.0,10.250856164383565,0.0,0.22195585996955863,1.051369863013699,0.0,0,1,0,1,0,1,0,1,0,0,0,1
18,0.0,14.27234589041096,0.0,0.3884227549467277,1.051369863013699,1.0,0,0,1,0,1,0,1,1,0,1,0,0
19,0.0,7.593226788432268,10.221651445966518,0.33585426179604266,1.051369863013699,1.0,1,0,1,0,1,1,0,1,0,0,0,1
20,0.0,22.370814307458147,0.0,0.3037290715372908,1.051369863013699,0.0,0,0,1,0,1,0,1,1,0,0,0,1
21,0.002920471841704719,17.3914098173516,16.427654109589046,0.9199486301369866,1.051369863013699,1.0,1,0,1,0,1,1,0,1,0,0,0,1
22,0.0,7.593226788432268,5.581021689497718,0.3387747336377474,1.051369863013699,0.0,0,0,1,0,1,0,1,1,0,0,1,0
23,0.005840943683409438,9.82738774733638,5.598544520547946,0.32709284627092855,1.051369863013699,0.0,0,0,1,0,1,0,1,1,0,1,0,0
24,0.002920471841704719,10.85539383561644,8.542380136986305,0.44099124809741247,1.051369863013699,1.0,0,0,1,0,1,1,0,1,0,0,1,0
25,0.0,27.91971080669712,0.0,0.5578101217656014,1.051369863013699,1.0,1,0,1,0,1,1,0,0,1,0,1,0
26,0.0,8.174400684931507,6.5798230593607325,0.3562975646879758,1.051369863013699,1.0,1,0,1,0,1,1,0,1,0,0,1,0
27,0.005840943683409438,12.341914003044144,3.037290715372907,0.321251902587519,1.051369863013699,1.0,1,0,1,0,1,0,1,1,0,0,0,1
28,0.0,4.211320395738205,0.0,0.10221651445966516,1.051369863013699,1.0,0,0,1,1,0,0,1,1,0,0,0,1
29,0.005840943683409438,10.951769406392696,6.08334284627093,0.35045662100456626,1.051369863013699,1.0,1,1,0,1,0,1,0,1,0,0,1,0
30,0.002920471841704719,12.16668569254186,9.839069634703197,0.5870148401826487,1.051369863013699,1.0,0,0,1,0,1,1,0,1,0,0,0,1
31,0.0,9.249134322678845,0.0,0.21611491628614918,1.051369863013699,1.0,0,0,1,1,0,1,0,1,0,0,0,1
32,0.002920471841704719,13.702853881278543,0.0,0.3095700152207002,1.051369863013699,1.0,0,0,1,1,0,1,0,0,1,1,0,0
33,0.0,10.221651445966518,4.868426560121767,0.332933789954338,1.051369863013699,1.0,1,0,1,0,1,1,0,1,0,0,1,0
34,0.008761415525114157,36.50589802130899,8.761415525114158,0.93455098934551,1.051369863013699,1.0,0,0,1,1,0,1,0,1,0,1,0,0
35,0.0,6.644073439878236,6.036615296803654,0.42759259687769974,1.051369863013699,1.0,1,0,1,0,1,1,0,1,0,0,0,1
36,0.0,5.338622526636226,3.884227549467276,0.29204718417047193,1.051369863013699,0.0,0,0,1,0,1,1,0,1,0,0,0,1
37,0.0,10.709370243531202,4.260968417047184,0.42054794520547956,1.051369863013699,1.0,1,1,0,0,1,1,0,1,0,0,1,0
38,0.0,12.16668569254186,21.056601978691024,0.5373668188736683,1.051369863013699,1.0,1,0,1,1,0,1,0,1,0,0,0,1
39,0.0,10.945928462709288,4.871347031963471,0.321251902587519,1.051369863013699,1.0,1,0,1,1,0,0,1,1,0,0,1,0
40,0.0,10.513698630136988,0.0,0.2336377473363775,1.051369863013699,1.0,0,0,1,1,0,1,0,1,0,0,0,1
41,0.0,5.256849315068494,3.5425323439878236,0.1372621765601218,1.051369863013699,1.0,1,0,1,1,0,1,0,1,0,0,0,1
42,0.0,7.009132420091326,0.0,0.21903538812785395,1.051369863013699,1.0,1,0,1,0,1,1,0,1,0,0,0,1
43,0.0,11.509579528158298,6.822222222222224,0.3913432267884323,1.051369863013699,1.0,1,0,1,0,1,1,0,1,0,0,1,0
44,0.0,13.711615296803657,0.0,0.280365296803653,1.051369863013699,1.0,1,0,1,0,1,0,1,0,1,0,0,1
45,0.0,9.958808980213092,0.0,0.25700152207001525,1.051369863013699,1.0,1,1,0,1,0,1,0,1,0,0,0,1
46,0.002920471841704719,16.49774543378996,0.0,0.12850076103500763,1.051369863013699,1.0,1,0,1,0,1,1,0,1,0,0,0,1
47,0.0,17.00006659056317,0.0,0.42054794520547956,1.051369863013699,1.0,1,0,1,0,1,1,0,1,0,0,0,1
48,0.0,7.7246480213089805,10.046423135464233,0.35045662100456626,1.051369863013699,0.0,0,1,0,0,1,1,0,1,0,0,0,1
49,0.0,11.681887366818875,6.644073439878236,0.42054794520547956,1.051369863013699,1.0,1,1,0,1,0,1,0,1,0,0,1,0
50,0.0,5.630669710806697,4.801255707762558,0.29204718417047193,1.051369863013699,1.0,1,1,0,0,1,0,1,1,0,0,1,0
51,0.0,9.012576103500763,0.0,0.35045662100456626,1.051369863013699,1.0,1,1,0,1,0,1,0,1,0,0,1,0
52,0.0,12.353595890410961,0.0,0.32709284627092855,1.051369863013699,1.0,0,1,0,1,0,1,0,1,0,0,1,0
